LEAID,lea_name,urbanicity
3900344,Summit Academy Alternative LearnersWarren Middle & Secondary,Non-Urban
3900348,Summit Academy Transition High School Dayton,Non-Urban
3900350,Summit Academy-Youngstown,Non-Urban
3900356,Summit Academy Community School - Painesville,Non-Urban
3900361,Summit Academy Secondary School - Middletown,Non-Urban
3900366,Rittman Academy,Non-Urban
3900381,Capital City Career Prep High School,Non-Urban
3900383,Oakstone Community School,Non-Urban
3900385,Schnee Learning Center,Non-Urban
3900396,Zenith Academy,Non-Urban
3900399,Wings Academy 1,Non-Urban
3900428,Maritime Academy of Toledo The,Non-Urban
3900434,Educational Academy for Boys & Girls,Non-Urban
3900435,Midnimo Cross Cultural Community School,Non-Urban
3900441,Horizon Science Academy-Cincinnati,Non-Urban
3900444,Horizon Science Academy-Dayton,Non-Urban
3900448,Gem City Career Prep High School,Non-Urban
3900451,Horizon Science Academy-Springfield,Non-Urban
3900454,Horizon Science Academy-Denison Middle School,Non-Urban
3900457,Bennett Venture Academy,Non-Urban
3900467,Stambaugh Charter Academy,Non-Urban
3900470,Horizon Science Academy-Cleveland Middle School,Non-Urban
3900474,Westside Academy,Non-Urban
3900478,Interactive Media & Construction (IMAC),Non-Urban
3900488,Greater Ohio Virtual School,Non-Urban
3900490,Auglaize County Educational Academy,Non-Urban
3900492,Summit Academy Community School-Columbus,Non-Urban
3900493,Summit Academy Community School - Dayton,Non-Urban
3900494,Summit Academy Secondary - Akron,Non-Urban
3900495,Summit Academy Secondary - Canton,Non-Urban
3900496,Summit Academy - Toledo,Non-Urban
3900497,Summit Academy Community School-Parma,Non-Urban
3900498,Summit Academy Secondary - Youngstown,Non-Urban
3900500,Summit Academy Community School-Warren,Non-Urban
3900501,Summit Academy Community School - Cincinnati,Non-Urban
3900502,Bridges Community Academy dba Bridges Preparatory Academy,Non-Urban
3900503,Constellation Schools: Westpark Community Middle,Non-Urban
3900505,Menlo Park Academy,Non-Urban
3900506,Constellation Schools: Madison Community Elementary,Non-Urban
3900507,Constellation Schools: Lorain Community Middle,Non-Urban
3900508,Constellation Schools: Old Brooklyn Community Middle,Non-Urban
3900510,Horizon Science Academy Toledo,Non-Urban
3900528,Findlay Digital Academy,Non-Urban
3900530,Buckeye On-Line School for Success,Non-Urban
3900537,Manchester Local,Urban
3900550,Whitehall Preparatory and Fitness Academy,Non-Urban
3900551,Springfield Preparatory and Fitness Academy,Non-Urban
3900552,Northland Preparatory and Fitness Academy,Non-Urban
3900562,Promise Academy,Non-Urban
3900564,East Bridge Academy of Excellence,Non-Urban
3900567,Par Excellence Academy,Non-Urban
3900573,Toledo Preparatory and Fitness Academy,Non-Urban
3900574,Columbus Preparatory and Fitness Academy,Non-Urban
3900575,Mt. Healthy Preparatory and Fitness Academy,Non-Urban
3900580,Youngstown Academy of Excellence,Non-Urban
3900584,Cleveland Arts and Social Sciences Academy,Non-Urban
3900586,Charles School at Ohio Dominican University,Non-Urban
3900587,Lorain Preparatory Academy,Non-Urban
3900593,Cascade Career Prep High School,Non-Urban
3900594,Monroe Preparatory Academy,Non-Urban
3900638,Early College Academy,Non-Urban
3900640,Groveport Community School,Non-Urban
3900641,Harvard Avenue Performance Academy,Non-Urban
3900642,Dayton Business Technology High School,Non-Urban
3900643,North Woods Career Prep High School,Non-Urban
3900644,South Scioto Academy,Non-Urban
3900645,Noble Academy-Columbus,Non-Urban
3900646,Noble Academy-Cleveland,Non-Urban
3900647,Eagle Learning Center,Non-Urban
3901301,Foundation Academy,Non-Urban
3901302,Dayton Early College Academy Inc,Non-Urban
3901305,Columbus Collegiate Academy,Non-Urban
3901313,Central Academy of Ohio,Non-Urban
3901314,Zanesville Community School,Non-Urban
3901322,Horizon Science Academy Columbus Middle School,Non-Urban
3901326,Constellation Schools: Westside Community School of the Arts,Non-Urban
3901329,Mahoning County High School,Non-Urban
3901330,KIPP Columbus,Non-Urban
3901335,Cesar Chavez College Preparatory School,Non-Urban
3901337,Performance Academy Eastland,Non-Urban
3901339,L. Hollingworth School for Talented and Gifted,Non-Urban
3901344,Sullivant Avenue Community School,Non-Urban
3901346,Madison Avenue School of Arts,Non-Urban
3901347,Klepinger Community School,Non-Urban
3901350,Ashland County Community Academy,Non-Urban
3901353,Horizon Science Academy Elementary School,Non-Urban
3901354,The Bessie Sherrod Price Preparatory Academy,Non-Urban
3901362,Achieve Career Preparatory Academy,Non-Urban
3901363,Lakeland Academy Community School,Non-Urban
3901365,Horizon Science Academy Lorain,Non-Urban
3901366,Horizon Science Academy Dayton High School,Non-Urban
3901368,Village Preparatory School Cliffs,Non-Urban
3901369,Greater Summit County Early Learning Center,Non-Urban
3901370,Bella Academy of Excellence,Non-Urban
3901374,Dayton Regional STEM School,Non-Urban
3901375,Columbus Bilingual Academy-North,Non-Urban
3901376,Northeast Ohio College Preparatory School,Non-Urban
3901377,Imagine Akron Academy,Non-Urban
3901381,The Richland School of Academic Arts,Non-Urban
3901382,Graham Elementary and Middle School,Non-Urban
3901383,Horizon Science Academy Dayton Downtown,Non-Urban
3901389,Horizon Science Academy Youngstown,Non-Urban
3901396,Zenith Academy East,Non-Urban
3901397,Cleveland College Preparatory School,Non-Urban
3901398,Columbus Performance Academy,Non-Urban
3901403,Constellation Schools: Stockyard Community Middle,Non-Urban
3901405,Near West Intergenerational School,Non-Urban
3901407,Foxfire Intermediate School,Non-Urban
3901409,Regent High School,Non-Urban
3901410,Mason Run High School,Non-Urban
3901411,Old Brook High School,Non-Urban
3901412,Road to Success Academy,Non-Urban
3901413,Central High School,Non-Urban
3901414,George Voinovich Contemporary Career High School,Non-Urban
3901415,Frederick Douglass High School,Non-Urban
3901416,Capital High School,Non-Urban
3901417,Patriot Preparatory Academy,Non-Urban
3901420,North Central Academy,Non-Urban
3901427,Southside Academy,Non-Urban
3901428,Akros Middle School,Non-Urban
3901429,Hardin Community School,Non-Urban
3901430,Broadway Academy,Non-Urban
3901432,Constellation Schools: Eastside Arts Academy,Non-Urban
3901433,The Academy for Urban Scholars,Non-Urban
3901434,STEAM Academy of Warren,Non-Urban
3901450,Townsend North Community School,Non-Urban
3901451,Focus North High School,Non-Urban
3901454,Eagle Elementary of Akron,Non-Urban
3901457,University of Cleveland Preparatory School,Non-Urban
3901463,Beacon Hill Academy,Non-Urban
3901465,Global Village Academy,Non-Urban
3901470,Canton College Preparatory School,Non-Urban
3901472,Academy for Urban Scholars Youngstown,Non-Urban
3901473,The Brilliance School,Non-Urban
3901475,SunBridge Schools,Non-Urban
3901478,Columbus Collegiate Academy - West,Non-Urban
3901480,A+ Children's Academy,Non-Urban
3901482,STEAM Academy of Warrensville Heights,Non-Urban
3901487,Ohio College Preparatory School,Non-Urban
3901488,Imagine Environmental Science Academy,Non-Urban
3901490,Metro Early College High School,Non-Urban
3901496,Cleveland Preparatory Academy,Non-Urban
3901498,Stepstone Academy,Non-Urban
3901499,Lake Erie College Preparatory School,Non-Urban
3901502,Ann Jerkins-Harris Academy of Excellence,Non-Urban
3901503,Akron Preparatory School,Non-Urban
3901505,Village Preparatory School Woodland Hills,Non-Urban
3901508,DECA PREP,Non-Urban
3901511,Main Preparatory Academy,Non-Urban
3901512,Bio-Med Science Academy STEM School,Non-Urban
3901514,West Park Academy,Non-Urban
3901516,Cincinnati Technology Academy,Non-Urban
3901520,Hope Learning Academy of Toledo,Non-Urban
3901521,Imagine Columbus Primary School,Non-Urban
3901526,East Academy,Non-Urban
3901529,United Preparatory Academy,Non-Urban
3901530,Ohio Construction Academy,Non-Urban
3901535,Global Impact STEM Academy,Non-Urban
3901536,Dayton SMART Elementary School,Non-Urban
3901539,Albert Einstein Academy for Letters Arts and Sciences-Ohio,Non-Urban
3901543,Lincoln Park Academy,Non-Urban
3901545,Discovery Academy,Non-Urban
3901549,Imagine Leadership Academy,Non-Urban
3901550,Eastland Preparatory Academy,Non-Urban
3901551,Liberty Preparatory School,Non-Urban
3901554,East Preparatory Academy,Non-Urban
3901555,Rise & Shine Academy,Non-Urban
3901564,Lakeshore Intergenerational School,Non-Urban
3901565,Valley STEM+ME2 Academy,Non-Urban
3901566,Utica Shale Academy of Ohio,Non-Urban
3901567,Steel Academy,Non-Urban
3901568,T2 Honors Academy,Non-Urban
3901570,Citizens Academy Southeast,Non-Urban
3901574,Flex High School,Non-Urban
3901575,iSTEM Geauga Early College High School,Non-Urban
3901576,Zenith Academy West,Non-Urban
3901577,Tri-State STEM+M Early College High School,Non-Urban
3901581,Village Preparatory School Willard,Non-Urban
3901582,Bridge Gate Community School,Non-Urban
3901583,Westwood Preparatory Academy,Non-Urban
3901584,East Branch Preparatory AcademydbaWright Preparatory Academy,Non-Urban
3901585,iLEAD Spring Meadows,Non-Urban
3901586,Beacon Academy,Non-Urban
3901587,Dayton Athletic Vocational Academy,Non-Urban
3901588,Global Ambassadors Language Academy,Non-Urban
3901590,Cincinnati Achievement Academy,Non-Urban
3901591,Kids Care Elementary,Non-Urban
3901592,Euclid Preparatory School,Non-Urban
3901593,United Preparatory Academy East,Non-Urban
3901594,Citizens Leadership Academy East,Non-Urban
3901595,Liberty High School,Non-Urban
3901596,South Columbus Preparatory Academy at German Village,Non-Urban
3901597,Orchard Park Academy,Non-Urban
3901599,Great River Connections Academy,Non-Urban
3901600,SMART Academy,Non-Urban
3901601,Dampe Community School,Non-Urban
3901602,AchievePoint Career Academy - Cincinnati,Non-Urban
3901603,Lorain Bilingual Preparatory Academy,Non-Urban
3901604,Montgomery Preparatory Academy,Non-Urban
3901605,Mount Auburn Preparatory Academy,Non-Urban
3901606,Horizon Science Academy Primary,Non-Urban
3901608,Kenmore Preparatory Academy dba Toledo Preparatory Academy,Non-Urban
3901609,Marion Preparatory Academy,Non-Urban
3901610,Capital Collegiate Preparatory Academy,Non-Urban
3901611,North Columbus Preparatory Academy,Non-Urban
3901612,Huber Heights Preparatory Academy dba Parma Academy,Non-Urban
3901613,Northwest Ohio Classical Academy,Non-Urban
3901614,ReGeneration Bond Hill,Non-Urban
3901615,Ohio Digital Learning School,Non-Urban
3901616,Priority High School,Non-Urban
3901617,Cypress High School,Non-Urban
3901618,Buckeye Community School,Non-Urban
3901619,Quaker Preparatory Academy,Non-Urban
3901620,Flex High School Cleveland,Non-Urban
3901621,Central Point Preparatory Academy,Non-Urban
3901622,South Columbus Preparatory Academy at Southfield,Non-Urban
3901623,Franklinton Prep High School,Non-Urban
3901624,Valor Academy Inc.,Non-Urban
3901625,North Shore High School,Non-Urban
3901626,Case Preparatory Academy,Non-Urban
3901627,Franklinton High School,Non-Urban
3901628,Dublin Preparatory Academy dba Northside Preparatory Academy,Non-Urban
3901629,Focus Learning Academy of Central Columbus,Non-Urban
3901630,Dayton Career Tech High School,Non-Urban
3901631,Akron Career Tech High School,Non-Urban
3901632,Buckeye Community School - London,Non-Urban
3901633,Buckeye Community School - Marion,Non-Urban
3901634,Youngstown Preparatory Academy,Non-Urban
3901635,Citizens of the World Charter Schools - Cincinnati,Non-Urban
3901636,Explorers Academy of Science and Technology,Non-Urban
3901637,Niles Preparatory Academy,Non-Urban
3901638,Western Toledo Preparatory Academy,Non-Urban
3901639,Eagle Charter Schools of Ohio,Non-Urban
3904348,Akron City,Urban
3904349,Alliance City,Urban
3904350,Ashland City,Urban
3904351,Ashtabula Area City,Urban
3904352,Athens City,Urban
3904353,Barberton City,Urban
3904354,Bay Village City,Urban
3904355,Beachwood City,Urban
3904357,Bellaire Local,Urban
3904358,Bellefontaine City,Urban
3904359,Bellevue City,Urban
3904360,Berea City,Urban
3904361,Belpre City,Urban
3904362,Bexley City,Urban
3904363,Bowling Green City School District,Urban
3904364,Brecksville-Broadview Heights City,Urban
3904365,Brooklyn City,Urban
3904366,Brunswick City,Urban
3904367,Bryan City,Urban
3904368,Bucyrus City,Urban
3904369,Cambridge City,Urban
3904370,Campbell City,Urban
3904371,Canton City,Urban
3904373,Centerville City,Urban
3904374,Chillicothe City,Urban
3904375,Cincinnati Public Schools,Urban
3904376,Circleville City,Urban
3904377,Claymont City,Urban
3904378,Cleveland Municipal,Urban
3904379,Cleveland Heights-University Heights City,Urban
3904380,Columbus City Schools District,Urban
3904381,Conneaut Area City,Urban
3904382,Coshocton City,Urban
3904383,Cuyahoga Falls City,Urban
3904384,Dayton City,Urban
3904385,Deer Park Community City,Urban
3904386,Defiance City,Urban
3904387,Delaware City,Urban
3904388,Delphos City,Urban
3904389,Dover City,Urban
3904390,East Cleveland City School District,Urban
3904391,East Liverpool City,Urban
3904392,East Palestine City,Urban
3904393,Eaton Community City,Urban
3904394,Elyria City Schools,Urban
3904395,Euclid City,Urban
3904396,Fairborn City,Urban
3904397,Fairview Park City,Urban
3904399,Fostoria City,Urban
3904400,Franklin City,Urban
3904401,Fremont City,Urban
3904402,Galion City,Urban
3904403,Gallipolis City,Urban
3904404,Garfield Heights City Schools,Urban
3904405,Geneva Area City,Urban
3904406,Girard City School District,Urban
3904407,Grandview Heights Schools,Urban
3904408,Winton Woods City,Urban
3904409,Greenville City,Urban
3904410,Hamilton City,Urban
3904411,Heath City,Urban
3904412,Hillsboro City,Urban
3904413,Huron City Schools,Urban
3904414,Ironton City School District,Urban
3904415,Jackson City,Urban
3904416,Kent City,Urban
3904418,Kettering City School District,Urban
3904419,Lakewood City,Urban
3904420,Lancaster City,Urban
3904421,Lebanon City,Urban
3904422,Lima City,Urban
3904423,Lockland Local,Urban
3904424,Logan-Hocking Local,Urban
3904425,London City,Urban
3904426,Lorain City,Urban
3904427,Loveland City,Urban
3904428,Madeira City,Urban
3904429,Mansfield City,Urban
3904430,Maple Heights City,Urban
3904431,Mariemont City,Urban
3904433,Marion City,Urban
3904434,Martins Ferry City,Urban
3904435,Massillon City,Urban
3904436,Maumee City,Urban
3904437,Mayfield City,Urban
3904438,Medina City SD,Urban
3904439,Miamisburg City,Urban
3904440,Middletown City,Urban
3904441,Mt Healthy City,Urban
3904443,Napoleon Area City,Urban
3904444,Nelsonville-York City,Urban
3904445,Newark City,Urban
3904446,New Boston Local,Urban
3904447,New Lexington School District,Urban
3904448,New Philadelphia City,Urban
3904449,Niles City,Urban
3904450,North Canton City,Urban
3904451,North College Hill City,Urban
3904452,North Olmsted City,Urban
3904453,North Ridgeville City,Urban
3904454,North Royalton City,Urban
3904455,Norton City,Urban
3904456,Norwalk City,Urban
3904457,Norwood City,Urban
3904458,Oakwood City,Urban
3904459,Oberlin City Schools,Urban
3904460,Oregon City,Urban
3904461,Orrville City,Urban
3904463,Parma City,Urban
3904464,Piqua City,Urban
3904465,Port Clinton City,Urban
3904467,Princeton City,Urban
3904468,Ravenna City,Urban
3904469,Reading Community City,Urban
3904470,Rocky River City,Urban
3904471,St Bernard-Elmwood Place City,Urban
3904472,St Marys City,Urban
3904474,Sandusky City,Urban
3904475,Shaker Heights City,Urban
3904476,Sheffield-Sheffield Lake City,Urban
3904479,South Euclid-Lyndhurst City,Urban
3904480,South-Western City,Urban
3904481,Springfield City School District,Urban
3904482,Steubenville City,Urban
3904483,Stow-Munroe Falls City School District,Urban
3904484,Strongsville City,Urban
3904485,Struthers City,Urban
3904486,Sycamore Community City,Urban
3904487,Sylvania Schools,Urban
3904488,Tallmadge City,Urban
3904489,Tiffin City Schools,Urban
3904490,Toledo City,Urban
3904491,Toronto City,Urban
3904492,Troy City,Urban
3904493,Upper Arlington City,Urban
3904494,Urbana City,Urban
3904495,Vandalia-Butler City,Urban
3904498,Wapakoneta City,Urban
3904499,Warren City,Urban
3904500,Warrensville Heights City,Urban
3904502,Wellston City,Urban
3904503,Wellsville Local,Urban
3904504,Westerville City,Urban
3904505,West Carrollton City,Urban
3904506,Westlake City,Urban
3904507,Whitehall City,Urban
3904508,Wickliffe City,Urban
3904509,Willard City,Urban
3904510,Willoughby-Eastlake City,Urban
3904511,Wilmington City,Urban
3904513,Worthington City,Urban
3904514,Wyoming City,Urban
3904515,Xenia Community City,Urban
3904516,Youngstown City,Urban
3904517,Zanesville City,Urban
3904518,Ada Exempted Village,Urban
3904519,Amherst Exempted Village,Urban
3904520,Barnesville Exempted Village,Urban
3904521,Bluffton Exempted Village,Urban
3904522,Bradford Exempted Village,Urban
3904523,Bridgeport Exempted Village,Urban
3904524,Harrison Hills City,Urban
3904525,Caldwell Exempted Village,Urban
3904526,Carey Exempted Village Schools,Urban
3904527,Carrollton Exempted Village,Urban
3904528,Chagrin Falls Exempted Village,Urban
3904529,Chesapeake Union Exempted Village,Urban
3904531,Coldwater Exempted Village,Urban
3904532,Columbiana Exempted Village,Urban
3904533,Covington Exempted Village,Urban
3904535,Crooksville Exempted Village,Urban
3904536,Fairport Harbor Exempted Village,Urban
3904537,Georgetown Exempted Village,Urban
3904538,Gibsonburg Exempted Village,Urban
3904539,Granville Exempted Village,Urban
3904540,Greenfield Exempted Village,Urban
3904541,Hicksville Exempted Village School District,Urban
3904542,Hubbard Exempted Village,Urban
3904543,Indian Hill Exempted Village,Urban
3904545,Lisbon Exempted Village,Urban
3904546,Loudonville-Perrysville Exempted Village,Urban
3904547,Marysville Exempted Village,Urban
3904548,Mechanicsburg Exempted Village,Urban
3904549,Mentor Exempted Village,Urban
3904550,Milford Exempted Village,Urban
3904551,Milton-Union Exempted Village,Urban
3904552,Montpelier Exempted Village,Urban
3904553,Mount Gilead Exempted Village,Urban
3904554,Newcomerstown Exempted Village,Urban
3904555,New Richmond Exempted Village,Urban
3904556,Newton Falls Exempted Village,Urban
3904557,Paulding Exempted Village,Urban
3904558,Perrysburg Exempted Village,Urban
3904560,Rossford Exempted Village,Urban
